Type,Name,Statement,Where,Date,Link
330,true,Roger Williams,"Says he’s ""never voted ‘present’ in the House instead of taking a yes or no position.",interview,"July 19, 2018",https://www.politifact.com/factchecks/2018/jul/26/roger-williams/roger-williams-says-hes-never-voted-present-us-hou/
331,true,Mike Pence,"In 2017, ICE ""arrested more than 127,000 illegal immigrants with criminal convictions or facing charges of breaking our nation's’ laws,"" and removed nearly 5,000 gang members.",speech,"July 19, 2018",https://www.politifact.com/factchecks/2018/jul/25/mike-pence/mike-pence-accurately-cites-ice-arrest-deportation/
332,true,Tim Kaine,"""In December of 2017, the Prince William board of supervisors had a meeting ... (Corey Stewart) skipped that meeting to go campaign in Alabama for Roy Moore to be a U.S. senator … You haven't disavowed Roy Moore's name yet.""",debate,"July 21, 2018",https://www.politifact.com/factchecks/2018/jul/24/tim-kaine/kaine-correct-stewart-skipped-board-meeting-campai/
333,true,Kamala Harris,"""Let’s talk about the facts and where we are today. There are still nearly 2,600 children who are separated from their parents"" due to the Trump administration’s zero-tolerance policy.",press conference,"July 17, 2018",https://www.politifact.com/factchecks/2018/jul/19/kamala-harris/kamala-harris-claim-nearly-2600-children-remained-/
334,true,Roman McAllen,"""The Railroad Commission of Texas has nothing to do with railroads.""",speech at Texas Democratic Party convention,"June 22, 2018",https://www.politifact.com/factchecks/2018/jul/19/roman-mcallen/texas-railroad-commission-nothing-to-do-railroads-/
335,true,Bernie Sanders,"""The three wealthiest people"" own ""more wealth than the bottom half of the American people.""",speech,"July 14, 2018",https://www.politifact.com/factchecks/2018/jul/19/bernie-sanders/bernie-sanders-bill-gates-jeff-bezos-warren-buffet/
336,true,John Kerry,"Since 2014, ""each year, (NATO) nations have been increasing their contributions.""",statement,"July 11, 2018",https://www.politifact.com/factchecks/2018/jul/12/john-kerry/john-kerry-rebuts-trump-nato-spending-was-not-down/
337,true,Rachel Maddow,"""There isn't a system"" for reuniting families separated under Trump’s zero tolerance border policy.",monologue,"June 21, 2018",https://www.politifact.com/factchecks/2018/jun/29/rachel-maddow/rachel-maddow-right-there-was-no-plan-reuniting-fa/
338,true,The Gateway Pundit,"""Migrant mother and ‘crying girl’ on Time cover never separated.""",headline,"June 21, 2018",https://www.politifact.com/factchecks/2018/jun/25/gateway-pundit/immigrant-girl-time-cover-wasnt-separated-mother/
339,true,Scott Walker,"""Since taking office, we have enacted more than $8 billion in cumulative tax relief.""",tweet,"May 31, 2018",https://www.politifact.com/factchecks/2018/jun/22/scott-walker/scott-walkers-big-re-election-tax-cut-tout-8-billi/
340,true,Troy LaRaviere,"""Under Emanuel, CPS has become the most understaffed school district in Illinois.""",blog post,"June 1, 2018",https://www.politifact.com/factchecks/2018/jun/21/troy-laraviere/cps-most-understaffed-district-illinois/
341,true,Fareed Zakaria,"""When you tally up their representation in Congress and governorships, the Democrats almost have their lowest representation in about 100 years.""",monologue,"June 10, 2018",https://www.politifact.com/factchecks/2018/jun/15/fareed-zakaria/yes-democratic-party-nearly-its-weakest-point-cent/
342,true,Texas Campaign for the Environment,"Says most of Austin’s biggest parks have recycling though as ""many as 293 out of 300"" Austin city ""parks have no recycling, including almost every neighborhood park.""",handout,"April 26, 2018",https://www.politifact.com/factchecks/2018/jun/08/texas-campaign-environment/most-austin-city-parks-lack-recycling-zilker-park-/
343,true,Richard Cordray,"""Ohio's (payday lending) laws are now the worst in the nation. Things have gotten so bad that it is legal to charge 594 percent interest on loans.""",tweet,"May 17, 2018",https://www.politifact.com/factchecks/2018/jun/08/richard-cordray/richard-cordray-says-ohio-payday-lending-law-worst/
344,true,Justin Nelson,"Says ""our indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment.""",tweet,"May 29, 2018",https://www.politifact.com/factchecks/2018/jun/07/justin-nelson/justin-nelson-ken-paxton-only-indicted-statewide-o/
345,true,Ben Sasse,"""We’ve been down this road before—blanket protectionism is a big part of why America had a Great Depression.""",statement,"May 31, 2018",https://www.politifact.com/factchecks/2018/may/31/ben-sasse/protectionism-big-part-great-depression-ben-sasse-/
346,true,Dan Patrick,"""It’s against the law in Texas to let any loaded gun get in the hands of a child.""",interview,"May 20, 2018",https://www.politifact.com/factchecks/2018/may/30/dan-patrick/texas-law-bars-adults-leaving-loaded-guns-accessib/
347,true,Donald Trump,"""Democrats mistakenly tweet 2014 pictures from Obama’s term showing children from the Border in steel cages.""",tweet,"May 29, 2018",https://www.politifact.com/factchecks/2018/may/29/donald-trump/trump-correctly-tweets-democrats-mistakenly-tweete/
348,true,Donald Trump,"""Senator Cryin’ Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, & then Voted AGAINST it! Now he says I should not have terminated the deal""",tweet,"May 10, 2018",https://www.politifact.com/factchecks/2018/may/24/donald-trump/schumer-once-opposed-iran-nuclear-deal-he-now-supp/
349,true,Tina Smith,"""Taking into account inflation, the federal minimum wage is actually worth less than what it was worth 50 years ago.""",tweet,"May 21, 2018",https://www.politifact.com/factchecks/2018/may/22/tina-smith/minimum-wage-worth-less-now-50-years-ago/
350,true,Bernie Sanders,"""You know what Amazon paid in federal income taxes last year? Zero.""",tweet,"April 30, 2018",https://www.politifact.com/factchecks/2018/may/03/bernie-sanders/amazon-paid-0-federal-income-taxes-2017/
351,true,Jenny Wilson,"Says Mitt Romney is using ""a million of his presidential campaign dollars to finance his Utah Senate race.""",press release,"April 20, 2018",https://www.politifact.com/factchecks/2018/apr/27/jenny-wilson/yes-1-million-mitt-romneys-failed-white-house-bid-/
352,true,James Tedisco,"After the minimum wage for tipped workers was raised in Maine, the state ""reversed that decision due to restaurant employees organizing en masse against the measure.""",blog post ,"April 13, 2018",https://www.politifact.com/factchecks/2018/apr/26/james-tedisco/ny-may-raise-wages-tipped-workers-heres-what-happe/
353,true,Kirsten Gillibrand,"""Black and Latino people in NYC are arrested at TEN times the rate of white people for virtually the same rate of marijuana usage.""",tweet,"April 20, 2018",https://www.politifact.com/factchecks/2018/apr/25/kirsten-gillibrand/are-people-color-arrested-more-often-marijuana-new/
354,true,John Chiang,"""A majority of Americans now live in states where they have decided to legalize cannabis,"" including recreational and medical marijuana.",letter to US Attorney General Jeff Sessions,"March 29, 2018",https://www.politifact.com/factchecks/2018/apr/20/john-chiang/do-majority-americans-live-states-legal-marijuana/
355,true,Jerry Brown,"""Here are the facts: there is no massive wave of migrants pouring into California. Overall immigrant apprehensions on the border last year were as low as they’ve been in nearly 50 years (and 85 percent of the apprehensions occurred outside of California).""",letter to Trump administration,"April 11, 2018",https://www.politifact.com/factchecks/2018/apr/13/jerry-brown/jerry-brown-says-theres-no-massive-wave-migrants-p/
356,true,Marc Molinaro,"New York has ""among the highest tax burdens of any state in the nation""",conversation with reporters,"April 2, 2018",https://www.politifact.com/factchecks/2018/apr/12/marcus-molinaro/do-ny-residents-have-among-highest-tax-burdens-mol/
357,true,Evan Jenkins,"West Virginia ""has the highest overdose death rate in the nation.""",press release,"March 20, 2018",https://www.politifact.com/factchecks/2018/mar/23/evan-jenkins/does-west-virginia-lead-nation-overdose-drug-death/
358,true,Cynthia Nixon,"""In one day of fundraising I received more small donor (contributions) than Andrew Cuomo received in seven years.""",Buffalo News article,"March 22, 2018",https://www.politifact.com/factchecks/2018/mar/22/cynthia-nixon/cynthia-nixon-claims-she-had-more-small-donors-one/
359,true,Gavin Newsom,"""California is 49th out of 50 in the United States in per capita housing units. Only Utah can lay claim to being lowest in per capita production.""",,"March 8, 2018:",https://www.politifact.com/factchecks/2018/mar/21/gavin-newsom/true-california-ranks-49th-capita-housing-supply/
360,true,Andrew Cuomo,"""Half of the American women who are murdered are killed by their intimate partners.""",remarks at rally,"March 13, 2018",https://www.politifact.com/factchecks/2018/mar/16/andrew-cuomo/half-female-homicides-us-involve-intimate-partner/
361,true,Beto O'Rourke,"Says ""PTA meetings are now being conducted to help parents tell their kids"" that if a guy with an AR-15 walks into their classroom, ""you are supposed to create as much chaos as you possibly can. They want you to scream and yell and dance around and throw books and just keep moving.""",Waco campaign stop,"February 24, 2018",https://www.politifact.com/factchecks/2018/mar/15/beto-orourke/beto-orourke-says-parents-ptas-kids-chaos-shooters/
362,true,Donald Trump,Says China and Singapore impose the death penalty on drug dealers.,rally,"March 10, 2018",https://www.politifact.com/factchecks/2018/mar/14/donald-trump/donald-trump-says-china-singapore-have-death-penal/
363,true,Dennis Kucinich,"Says Richard Cordray directed an Ohio commission to ""permit an armed group to have a rally on the statehouse grounds, even taking the extraordinary step of assuming personal responsibility for waiving an insurance requirement in the event of an incident.""",speech,"February 27, 2018",https://www.politifact.com/factchecks/2018/mar/13/dennis-kucinich/richard-cordray-helped-pro-gun-group-get-go-ahead-/
364,true,Noah Smith,"""Since 1990, production of metals in the U.S. has held roughly constant, but the number of people employed in the industry has fallen steadily.""",Bloomberg View column,"March 7, 2018",https://www.politifact.com/factchecks/2018/mar/08/noah-smith/has-automation-driven-job-losses-steel-industry/
365,true,Dana Wachs,"""We are last in the nation in startups — 50th.""",radio interview,"January 29, 2018",https://www.politifact.com/factchecks/2018/mar/08/dana-wachs/wachs-hits-mark-startups/
366,true,Donald Trump,"The 2018 Academy Awards show was the ""lowest rated Oscars in HISTORY.""",tweet,"March 6, 2018",https://www.politifact.com/factchecks/2018/mar/06/donald-trump/donald-trump-correct-about-record-low-ratings-2018/
367,true,Greg Abbott,Says Texas ranks among the nation’s top five states for its high school graduation rate.,conference call with voters,"February 19, 2018",https://www.politifact.com/factchecks/2018/mar/02/greg-abbott/greg-abbott-says-texas-ranks-among-5-top-states-it/
368,true,Ann Teich,Says Stephen F. Austin and James Bowie promoted slavery.,meeting of Austschool board,"February 26, 2018",https://www.politifact.com/factchecks/2018/mar/01/ann-teich/austin-school-board-member-says-stephen-f-austin-a/
369,true,Marco Rubio,"""Under N.Y. State ‘Assault Weapon’ ban 1 simple cosmetic change pictured here is difference between legal & banned""",tweet,"February 22, 2018",https://www.politifact.com/factchecks/2018/feb/28/marco-rubio/rubios-tweet-about-ny-gun-laws-accurate/
370,true,Nancy Rotering,"""It’s now constitutional to ban [assault weapons] in Illinois. Yet, the Illinois General Assembly has failed to allow other cities to have that opportunity.""",interview with Chicago SunTimes,"February 11, 2018",https://www.politifact.com/factchecks/2018/feb/27/nancy-rotering/after-parkland-can-illinois-communities-ban-assaul/
371,true,Patrick Morrisey,"""The impending work stoppage is unlawful.""",tweet,"February 21, 2018",https://www.politifact.com/factchecks/2018/feb/26/patrick-morrisey/precedent-says-west-virginia-teachers-strike-isnt-/
